Municipio,Nombre_de_la_iniciativa,Actividades,Direccion,Dias,Horario,Mes,Año
F,Olla Barrio 17 de Junio,Olla y Merendero,José Díaz solar 72 esquina Alfredo Zitarrosa,"Lunes, Miércoles, Jueves y Domingo",S/D,Noviembre,2021
F,Una nueva esperanza,Olla y Merendero,Pasaje interno entre Guzmán Papini y Santa Rosa,"miércoles,, jueves, Viernes y Sábados",19,Noviembre,2021
F,Luisa Cuesta,Olla y Merendero,Oncativo 2918,sábados,13 y 9.30,Noviembre,2021
F,"Olla ""Fogón Artiguista""",Olla,Ruta 8 km 20.800 al lado de Red Market,"Lunes, Miércoles y Viernes",17hs,Noviembre,2021
F,Unión Ibirapitá,Merendero,Florencia 3784 y Aparicio Saravia,"L, Mi, y V",15 a 18:30hs,Noviembre,2021
F,Washington pérez,Olla y Merendero,Washington pérez 5141 esq. José Belloni,"L, M y V",18,Noviembre,2021
F,Villa Solidaria,Olla,Corrales y Varela,Jueves,20hs,Noviembre,2021
F,Selva Garín,Olla y Merendero,Osvaldo rodriguez 4222 esq Belloni,L a D,"16 merendero, 19 olla",Noviembre,2021
F,Vecinos unidos todos juntos,Olla y Merendero,Sixtina 4054,Lunes a Viernes,14hs,Noviembre,2021
F,Olla Hungría (Manos solidarias),Olla y Merendero,Hungría 3729,Lunes a Viernes,S/D,Noviembre,2021
F,La olla de Julio (merendero manuel),Olla y Merendero,"Calle 1 solar 22, barrio Santo Domingo de Guzman",Lunes a viernes,17 a 19hs,Noviembre,2021
F,La Poderosa,Olla y Merendero,Aparicio Saravia y Ricardo Aguilar,"Martes, jueves, sabado y domingo",S/D,Noviembre,2021
F,"
Mano amiga 2 (Ex Nuevo Capra)",Olla y Merendero,"
Los astros 344",lunes a viernes,19,Noviembre,2021
F,Olla Popular Manuel Pérez y Curi (Bella Italia),Olla y Merendero,Manuel pérez 6129 esq. Curis,Lunes a viernes,S/D,Noviembre,2021
F,Movimiento Codos a la Obra,Olla y Merendero,Servidumbre 7075 esq. Eridano e Hidra (antes de la terminal del 155),Lunes a sábado,"a partir de las 12hs, se sirve la comida a las 17hs",Noviembre,2021
F,Espacio cultural Margarita Pedranzini,Canastas,Abrevadero ocho 3055 esq. el encuentro,S/D,S/D,Noviembre,2021
F,Banco de alimentos,Canastas,Salon comunal pasaje del hornero 13 A esq. las violetas,S/D,S/D,Noviembre,2021
F,Olla y merendero Marcando sonrisas,Olla y Merendero,Santos Dumont 3924 esq. Rafael (predio de Beraca),miércoles,16 y 19 hs,Noviembre,2021
F,Chacarita Solidaria,Olla y Merendero,Chacarita de los Padres 3207 (casa rosada con garaje),"Merendero: L a V / Olla L, Mi y V",merendero: 16.30-17 hrs olla: 19.30-20.30 hrs,Noviembre,2021
F,Merendero Nueva España,Olla y Merendero,"pasaje galicia 7037, barrio nueva españa",Lunes a Viernes,S/D,Noviembre,2021
F,Olla Solidaria El Monarca,Olla y Merendero,"Ruta 8 km 21700 Asentamiento Monarca, Calle 2, Solar 76","Lunes, miércoles y Viernes","Merendero 15:30, Olla 18:30",Noviembre,2021
F,Olla popular de UTC / sindicato de funsa,Olla,8 de Octubre casi Habana,Martes y viernes,19hs,Noviembre,2021
F,"Olla Popular ""Don Márquez""",Olla y Merendero,Ruta 8 Km 21700 Cno.El Oriente solar 100,Sábados y Domingo,19hs,Noviembre,2021
F,Olla Popular “Lo de Richard”,Olla y Merendero,Julia arevalo 4611,Miércoles y sábado,18:30 hs.,Noviembre,2021
F,Solidario Unido Seis Barrios,Olla y Merendero,Calle Rafael solar 43 esq Dunant - San bautista solar 7 esquina las piedras,"Martes, Jueves, Sábados y Domingos",Olla y Merendero 15:30 hs (entregan todo junto),Noviembre,2021
F,"Olla y Merendero ""Santa María""",Olla y Merendero,Teniente Galeano 3683 Esquina Sistina,Lunes a Viernes,16:30 y 19hs,Noviembre,2021
F,Olla Peña Piedras Blancas Barrio Carbonero,Olla,Bergamo 3730 esq. Belloni,S/D,"Miércoles 20hs, quieren abrir 2 veces por semana.",Noviembre,2021
F,Manitos Unidas por los Niños,Olla y Merendero,Belloni 6690,Lunes a Domingo,18hs,Noviembre,2021
F,Germinando,Olla y Merendero,Pasaje X solar 41 bis,todos los días,17 y 18hs,Noviembre,2021
F,Mercadito Bella Italia,Olla,Carlomagno esq. Victor Manuel. Mercadito Bella Italia,"Lunes, martes, jueves viernes y sabados",8 a 13:30 entregan la comida,Noviembre,2021
F,Merendero Asentamiento Santo Domingo Guzmán,Olla y Merendero,"Calle 1 esq. Caviglia (salon comunal), barrio 17 de junio",Lunes a Domingo,S/D,Noviembre,2021
F,Merendero y olla Tierra deseable,Olla y Merendero,Leandro Gomez 3324 esq. Ricardo Aguerre,miércoles y viernes y Sábado,10:00,Noviembre,2021
F,Jogue,Merendero,Cno Toledo Chico 4931,Sábado,12.30hs,Noviembre,2021
F,Merendero Obra Social Cristiana Amanecer,Merendero,Ruta 8 km 16 Pasaje 1 8078 esq. angel zanelli,Sábado y Domingo,17hs,Noviembre,2021
F,Vecinas de Asentamiento Santa Ma. Eugenia,Olla y Merendero,"Servando Gómez al final de la calle y Camino Carrasco, barrio Servando Gómez (Cno Carrasco y puente arroyo Carrasco al norte)",Lunes a Domingo,13 a 17hs,Noviembre,2021
F,Las cabañitas,Olla y Merendero,Cont. Clemente Frigerio casa 7 esquina Pantaleon Perez,LaV,18hs,Noviembre,2021
F,Parque Guaraní - Brig José Artigas,Olla y Merendero,Itapebi esquina Urutayu,"Lunes, martes, jueves y viernes",16 a 20hs,Noviembre,2021
F,Sopa de Amor ( Ejercito de Salvacion,Olla y Merendero,Felix Laborde 2577 esq.8 de octubre,Martes y Viernes,19:00 a 21:00,Noviembre,2021
F,Alimentando corazones,Olla y Merendero,Barsovia 2958 esq.Servidumbre y Cno. Delfín,Lunes a sábado,20:00 Hs,Noviembre,2021
F,Olla Unión,Olla y Merendero,Minnesota 2066,"L,M,V y D",20hs,Noviembre,2021
F,C.E.M Agrupación,Olla,Aparicio Saravia 3005 entre caviglia y feliberto Hernández,jueves,9.30 a 13.30,Noviembre,2021
F,Olla Casa Niños,Olla y Merendero,Pedro de Mendoza y Osvaldo Rodríguez 5845,Lunes a viernes,10 y 19hs,Noviembre,2021
F,La Hermosa,Olla y Merendero,Marin Duran 1081 y vía férrea y Unión,Lunes a domingo Merienda/ lunes miércoles sábados olla,S/D,Noviembre,2021
F,Paso a paso,Olla y Merendero,Camino Maldonado Km 12.200,"Viernes, Sábado y Domingo",12 hs,Noviembre,2021
F,Comedor y Merendero ProAmigos,Olla y Merendero,Av. de Aljaba 4060 bis (Portón Blanco),"Lunes Miércoles, Jueves y Sábado",16 y 19hs,Noviembre,2021
F,Olla Geminis,Olla y Merendero,Geminis 1385,L a S,S/D,Noviembre,2021
F,La Familia,Olla y Merendero,Teniente Galeano 2647 Bis,"Miércoles, sabado y Domingo",S/D,Noviembre,2021
F,(Olla manga chico),Olla,Manganga 7888 esq. Monterroso,Domingos,18,Noviembre,2021
F,Mirando al futuro 2,Olla y Merendero,"Domingo mora esq. Repetto,","Martes , jueves y domingo",18:30,Noviembre,2021
F,El Mana (2),Merendero,Calle San jacinto solar 9 (Por Capitán Tula detrás de la escuela N°378),"Lunes miércoles y viernes, sábados",17-20,Noviembre,2021
F,Olla Halcones (Creando Esperanza),Olla y Merendero,Timon 7062 esquina Eridano e Hida,"Lunes miércoles, viernes ",17,Noviembre,2021
F,Olla la Casona,Olla y Merendero,Gregorio Rodríguez 3752 esquina general flores,"V, S y D",16 y 18hs,Noviembre,2021
F,Olla El Renuevo,Olla y Merendero,Pantaleón pérez y Clemente Pligerio,Lunes y Jueves,14:00 a 19:00,Noviembre,2021
F,Merendero Los Chiquititos,Merendero,Pasaje los ceibos solar 023,"Martes, jueves y sábados",17:00,Noviembre,2021
F,Olla de fe,Olla y Merendero,Calle Jazmin casa 35,miércoles y viernes,15-19,Noviembre,2021
F,Flor de Olla,Olla y Merendero,Camino maldonado 5099 esq roma.,Lunes a sabado,19,Noviembre,2021
F,Generando Esperanza,Olla y Merendero,Barrio Nuevo ESPAÑA TIMON 7062 ESQ. ELIRANO,"Lunes , miércoles y viernes sábados",10 y 19:30 hs,Noviembre,2021
F,Canastas Don Marquez,Canastas,"Ruta 8 km 21700, calle camino el oriente solar 98 (barrio don marquez)","Lunes, miércoles, viernes",14 a 16,Noviembre,2021
F,Acción solidaria,Olla y Merendero,Luis brusco 4926 esq. cambay,Lunes a Viernes,19,Noviembre,2021
F,La Olla del Tata,Olla y Merendero,Bergamo 3475 esq. Acrópolis,"Lunes miércoles, viernes y algunos domingos",17 y 19hs,Noviembre,2021
F,"
Renacer (ex nuevos Rumbos)",Olla y Merendero,Lucero solar 57 esq.Tres Marias,Lunes a viernes,19 y 17 hs,Noviembre,2021
F,Olla Galpones,Olla y Merendero,Bergamo 3481 esquina Acropoli,"Martes,jueves y domingos",19hs,Noviembre,2021
F,Merendero de la Cruz,Merendero,Camino Juan Agazzi 2883,Miércoles y sábados,17 hs,Noviembre,2021
F,Club Social y cultural Deportivo Uruguayo,Merendero,Pedro Cosio 3173 Esq. Virrey Elio,Lunes a Sabado,18:30 a 22:00,Noviembre,2021
F,Olla Solidaria (de la Iglesia Cristo Vive),Olla,Ruta 8 km 19 parada Nº14,"Lunes, miercoles, viernes y sabado",17,Noviembre,2021
F,Comedor Esperanza,Olla y Merendero,Don bosco 7751 esq. Toledo chico,"Miercoles, viernes y sabado",10 y 13hs,Noviembre,2021
F,Mirando al futuro 3 (merendero yeny),Olla y Merendero,Domingo mora esq. angel saneli ,Todos los dias ,17 y 20 hs,Noviembre,2021
F,Mirando al futuro 4 (merendero Baloo),Olla y Merendero,Pasaje 1 7976 esq. Pedro Cantu,"martes, jueves y sabados ",16 y 17 hs,Noviembre,2021
F,Flor de Olla (Manchega),Olla y Merendero,Calle 1 4079 entre Leandro Gomez y José Ramirez,Lunes a domingos,18hs ,Noviembre,2021
F,Beula,Olla y Merendero,Aparicio Saravia 3021,"Lunes, Viernes y Sabado",19:30 / 20:00,Noviembre,2021
F,Olla Ellauri ,Olla y Merendero,Teniente Galeano y pasaje A,Todos los días,17 y 21 hs,Noviembre,2021
F,Olla San Jorgue,Olla y Merendero,Pluton 3439 esq Leandro Gomez,"Lunes, martes, miercoles y jueves",19:00 hs,Noviembre,2021
G,Club Brandi,Olla y Merendero,Club Brandi Adolfo Rodríguez 6664 esq. Capitulares,Lunes a sábado,17hs,Noviembre,2021
G,La Quinta del Barrio,Merendero,Fernando Menck 5067,"Lunes, miercoles y viernes ",17hs,Noviembre,2021
G,Vecinos unidos,Olla y Merendero,"1 DE MAYO, CALLE ENTRE TOLEDO Y SAN BAUTISTA",Lunes a Viernes,8 y 19hs,Noviembre,2021
G,Telba Juárez / Vecinos de La Tablada,Olla,"Lecocq 934 esq Millán
","Lunes, Miércoles y Viernes",13 hs,Noviembre,2021
G,Olla popular Yambo Kenia,Olla,"Centro Cultural Yambo Kenia, Batlle y Ordóñez esquina Araure.","miércoles, J y V",13 hs.,Noviembre,2021
G,Tablado,Olla,"Av de las instrucciones 1435 Esq Silva, Teatro del Barrio",Lunes a Jueves,19:00 se entrega,Noviembre,2021
G,Proyecto Tío Julio (moni),Olla y Merendero,Pasaje 121 nro. 1178 continuación Behring,Lunes a Domingo,17:30hs y 19hs,Noviembre,2021
G,Chochi,Olla,Caminito Pedro Fuentes 1507 y Caminito pasaje B,"Viernes, sábado y domingo",19hs,Noviembre,2021
G,Pedro (lorena),Olla,silva y Pasaje D,Todos los días,19hs,Noviembre,2021
G,La Abuelita (Lourdes),Merendero,Jose Maria Silva Nª 29 Pasaje D costanera,Lunes a domingo,19hs,Noviembre,2021
G,Club Yegros / Jóvenes G,Olla,Durán esq. Iris (Club Yegros),Domingos,17hs,Noviembre,2021
G,Olla Abayubá – Grupo de Motoqueros,Olla y Merendero,VENUS 3661,LaD,13 hs,Noviembre,2021
G,Olla La Santa,Olla,Av Las Instrucciones pasaje A solar 60 esq. Antillas,Lunes miércoles y sábados,20:00 a 23:00,Noviembre,2021
G,La olla de Villa Colón,Olla,Av. Lezica 6375,Viernes,18.30hs,Noviembre,2021
G,Creciendo de la mano contigo (Verdisol),Olla y Merendero,"Cno Melilla 8420 complejo verdisol calle 3 al fondo, salon 21","Lunes, miércoles, viernes, sabados y domingos",17hs,Noviembre,2021
G,Olla y Merendero Gori,Olla y Merendero,Ruiseñor 9184 esq. el Churrinche,L y V Olla Mar  y Ju Meren,17hs,Noviembre,2021
G,Nico,Olla y Merendero,edison equina tillaux 4138,Lunes a domingo,19hs,Noviembre,2021
G,Las Cañas,Merendero,Camino del apero 2060 esq. Pororo,Lunes a Viernes,16hs,Noviembre,2021
G,Iniciativa Vecinal: Club Cohami,Merendero,Club cohami - Millan y Lecocq,lunes a viernes,S/D,Noviembre,2021
G,Juntos Podemos - Conciliación,Olla y Merendero,Máximo santos 5607,"Lunes, Miércoles y Viernes",17 y 20 hs,Noviembre,2021
G,Olla Parroquial Paso de las Duranas,Olla,Millan 4170 esq.Casaravilla,Lunes y martes,18:30 a 21:30,Noviembre,2021
G,Vecinos Colón,Olla y Merendero,Rambla Costanera 1619 pasaje A esq. Albeniz,Lunes a sábado,10 a 13- 17 a 18,Noviembre,2021
G,Impacto Nación,Olla y Merendero,Av. Islas Canarias 5623,Lunes a viernes,15 a 18 y 19-21,Noviembre,2021
G,Olla y merendero Arevalo,Olla y Merendero,Cno. del Pretal 5924 esq.Bombensadre,lunes miércoles jueves,18:00,Noviembre,2021
G,La Renga,Merendero,Camino La Renga 2308,Sábado y Domingo,17hs,Noviembre,2021
G,La Luz Ibarburu,Olla y Merendero,Antonio Rubio 6013 esq. Cornelio Guerra,"Viernes, Sábado y Domingo",17 y 19hs,Noviembre,2021
G,Merendero San Josè,Merendero,José vera perdomo 1164,sábados,16-18,Noviembre,2021
G,Club Beco,Olla y Merendero,Albéniz y Nueva Era,Lunes miercoles y viernes,18 y 20hs,Noviembre,2021
G,Brigada Mic,Olla y Merendero,Molino de Raffo 776 esq. Millán,"L, Mi y V y S",20 y 16:30,Noviembre,2021
G,Maria Emilia Islas,Olla,Cornelio Guerra 1768 esq. Domingo Basso,"
Lunes miercoles y viernes",13,Noviembre,2021
G,Olla y Merndero MIC,Olla y Merendero,Jose Maria Silva 4114,"Lunes, miercoles (olla) y sabado (mer)","19:30 L y mier, 15:30 sab",Noviembre,2021
G,No te rindas,olla,Pedro de Valdivia 5400,sabado y domingo,12hs,Noviembre,2021
G,Planta Duran,Olla y Merendero,Duran 4900,Jueves y Viernes,14hs,Noviembre,2021
G,Sole,Merendero,Cayetano Moreti 3956 esq Pedro Fuentes,Lunes a Viernes,17:30,Noviembre,2021
S/D,Los vecinos 2,Olla y Merendero,Calle A vivivenda 322,Lunes a viernes,17 merendero y 19 olla,Noviembre,2021
F,Sueños Cumplidos,Olla y Merendero,Carlos Neri 3519 esq. Acrópolis,Lunes a domingos,Lunes a domingo merendero 17-19 hs - Mi y Vie olla 20 hs,Diciembre,2021
F,Club de bochas Bagé,Olla y Merendero,"Carreras Nacionales 3786 y Gral.Flores, barrio Ituzaingó",LaS,17hs,Diciembre,2021
F,Parque guaraní,Merendero,Itapeby 3050,Lunes a Domingo,18Hs,Diciembre,2021
A,Olla y Merendero Tres Ombúes Zonal 14,Olla y Merendero,Pedro Giralt 5037 entre Alagoas y Groenlandia,Lunes (olla) y Jueves (merendero),19hs olla y 18:30hs merendero,Diciembre,2021
A,Copa de Leche Barcelona,Olla y Merendero,Barcelona 1943 esq Vizcaya,"Martes , jueves y domingo 1630 hs",,Diciembre,2021
G,Club Brandi,Olla,Club Brandi Adolfo Rodríguez 6664 esq. Capitulares,"Lunes, jueves y sábado",17hs,Diciembre,2021
F,Acción Social Primero de Mayo,Canastas,"Peatonal Manganga 7878 A, Km 16 camino Maldonado (Complejo Manganga Chico)","Lunes, Miércoles, Viernes y Sábado",,Diciembre,2021
D,Iniciativa Vecinal - Zapadores,Olla y Merendero,Zapadores 4669 esq. Domingo Arena,Miércoles viernes,20 a 21 hs,Diciembre,2021
F,Chacaritas,Olla y Merendero,rambla costanera casaN 41 Ruta 8 Km 12500,Lunes a viernes,,Diciembre,2021
A,Asociación Civil Nuestros Sueños,Merendero,Romeo Gavioli esquina Dolores Candales ,Miércoles y Viernes,18 hs.,Diciembre,2021
F,Merendero y olla Las Petunias,Olla y Merendero,Las Petunias 5328,Lunes a Sábado,Almuerzo y merienda,Diciembre,2021
A,El rancho,Olla,Heredia 4065 esq Martín Berinduague,martes y Viernes,12 a 14hs,Diciembre,2021
F,"Núcleo sindical y colectivo docente Liceo N 43. Apoya la Panadería Real Pan (El Zorzal 9146, barrio Gori)",Olla,Cno.O'higgins y Cno Sanguinetti,Lunes a Viernes,7:30 a 17 hs,Diciembre,2021
A,Merendero Somos la Luz. Apoya: Rotary Paso de la Arena,Merendero,calle 3 entre Primera al norte y calle Maracaná,Sábado y domingo,,Diciembre,2021
F,olla maroñas,Olla y Merendero,Pedro Piñeyrúa 4949 esquina Horacio Areco,LaV,Almuerzo merienda y cena 18hs,Diciembre,2021
F,Olla Liceo N° 77,Olla,Campillos y aparicio saravia,Martes,A coordinar con las familias,Diciembre,2021
F,Mirando al futuro 1,Olla y Merendero,Pasaje 1 alta tensión 7976 Pedro Cantú y Angel Saneli,"Martes, jueves y domingos",Hasta el mediodía,Diciembre,2021
D,Merendero y olla Pan de Vida,Olla y Merendero,Osvaldo Rodriguez 5845 esq. Mendoza (segunda entrada),Lunes a Sábado,17:30 y 19hs,Diciembre,2021
D,Merendero estrella Borro,Olla y Merendero,Luis Azarola gil 4780 esq. domingo Arena Piedras Blancos/ Rinaldi y San Martín Calle F A2,"Lunes, miércoles y domingo",14 a 17 hs,Diciembre,2021
D,Canastas - Olla Popular Trans,Canastas,manuel melendez 4017 entre león pérez y santiago sierra,Martes y Jueves,,Diciembre,2021
D,Olla Teniente Rinaldi ,Olla y Merendero,Teniente Rinaldi 5091,Lunes a jueves,17hs,Diciembre,2021
C,Comedor Olla Siglo 21,Olla y Merendero,Garibaldi 2300,"Martes, miércoles, Viernes y Domingos",Cena y Merienda,Diciembre,2021
F,Nuestra Esperanza,Olla y Merendero,Los nogales 246,Lunes a domingo,,Diciembre,2021
F,El Renuevo - Parroquia,Olla y Merendero,Géminis 6370,Lunes a Viernes,18 hs.,Diciembre,2021
A,OLLA VECINOS EX CASTRO,Olla y Merendero,Inclusa 1070 esquina Concordia,"Lunes, miercoles y viernes (merendero) / Jueves y Sábados (olla)",19 hs (olla) / 17:00 a 18:30 (mereendero),Diciembre,2021
G,La Quinta del Barrio,Merendero,Fernando Menck 5880,Viernes,17hs,Diciembre,2021
D,Olla solidaria Cancha del Rosario,Olla y Merendero,Senda 14 4896 esq. Gustavo Volpe,Lunes a domingo,19hs,Diciembre,2021
A,Olla y merendero El Tapir,Olla y Merendero,Camino de los orientales 2844,Lunes a Domingo,Olla: Lunes a Viernes. Merendero: Lunes a Domingo,Diciembre,2021
G,Vecinos unidos,Olla y Merendero,Barrio 1 de Mayo. Calle entre Toledo y San Bautista,Lunes a Viernes,8 y 19hs,Diciembre,2021
F,Merendero y Comedor Nuevo Amanecer,Olla y Merendero,San Cono 3981 esq César Batlle Pacheco y Francisca Barroso,Lunes a viernes,10 y 13.30 hs,Diciembre,2021
D,Olla de luisa ,Olla y Merendero,Santin carlos rossi 4563 ,"lunes domingo merendero . L, M, V, S D olla","merienda , cena",Diciembre,2021
F,Juana de América,Olla y Merendero,Feliberto Hernández 3538,Sábado Y Domingo,Almuerzo y merienda,Diciembre,2021
D,El Mana,Olla y Merendero,Camino benito berges 1174 esq. unión ,Sábado,19 a 22 hs,Diciembre,2021
B,Olla Amigos (La ollita),Olla,Ejido 1637 y cerro largo,viernes,21 hs,Diciembre,2021
A,Olla casa de la brasa (Barrio Juventud 14),Olla,Francisco javier siti esq pasaje B solar 67,Martes y jueves,,Diciembre,2021
A,Olla y merendero feliz (Olla Ositos - Corazoncitos),Olla y Merendero,Pasaje El Ombú 018.,Todos los días,11:00 a 15hs,Diciembre,2021
G,Expreso,Olla,Molinos de Raffo 539,"Lunes, miércoles y domingo",13 hs,Diciembre,2021
F,Olla Barrio 17 de Junio,Olla y Merendero,José Díaz solar 72 esquina Alfredo Zitarrosa,Martes a Viernes,Martes y Jueves olla. Miércoles y Viernes merienda.,Diciembre,2021
E,Del Corazón,Olla,Pasaje C 3893,"Lunes, miércoles y viernes",,Diciembre,2021
D,Olla y Merendero Orsini Bertani,Olla y Merendero,Orsini Bertani 5246A esq martirene,Lunes a Viernes,"Merendero: Martes y Jueves 17 hs. Olla: Lunes, miércoles y viernes 18hs olla",Diciembre,2021
D,Lo del Abuelo,Olla y Merendero,san martin y saravia pasaje 302 4880,"Lunes, Miércoles y Sábado",Olla: Lunes y Sábado. Merendero: Miércoles.,Diciembre,2021
D,Olla y Merendero Solidario Claveaux,Olla y Merendero,Dr. Enrique Claveaux 3153 esq. (Plaza de Palos) Dr. J. Martirine,Un día (no tiene definido cuál),No definido,Diciembre,2021
,Sangre Charrua,Olla y Merendero,Las piedras 7 km( paralela a Capitán tula),Lunes a Viernes,"Olla: Lunes, miércoles y viernes. Merendero: Lunes a Viernes.",Diciembre,2021
C,Club Repecho,Canastas,Caicobé 3460 esq. Trébol,,,Diciembre,2021
D,Olla Pasaje 307,Olla y Merendero,Pasaje 307 5340,Todos los días,"Lunes a viernes olla, entregan viandas. Sábado y Domingo merendero, tortas fritas y leche.",Diciembre,2021
D,Olla Gruta de Lourdes,Olla y Merendero,Dr. Horacio García Lagos 5669,Lunes a domingo,16 y 21 hs,Diciembre,2021
F,Una nueva esperanza,Olla y Merendero,Pasaje interno entre Guzmán Papini y Santa Rosa,"miércoles,, jueves, Viernes y Sábados",19,Diciembre,2021
D,Olla Marconi Tiene Esperanza,Olla y Merendero,Pasaje H 4125 entre luis artagaveytia y luis bottaro,Lunes a Viernes,17 y 19hs,Diciembre,2021
D,Olla Plácido Ellauri,Olla y Merendero,Enrique Castro y Pasaje B,Lunes a miercoles,17hs,Diciembre,2021
F,Luisa Cuesta,Olla y Merendero,Oncativo 2918,sábados,13 y 9.30,Diciembre,2021
D,Juntos Podemos Club Atletico Rosario,Olla y Merendero,Continuación senda 15 número 4935 entre Gustavo Volpe esquina martirine,Lunes a Viernes,13:00 olla 17hs merendero,Diciembre,2021
F,"Olla ""Fogón Artiguista""",Olla,Ruta 8 km 20.800 al lado de Red Market,"Lunes, Miércoles y Viernes",17hs,Diciembre,2021
A,Merendero el Milagro,Olla y Merendero,Pasaje el tanque entre Holanda y Viacaba (calle de Vaz Ferreira) En la fortaleza,"L, M,Mi, J y V","L, Mi y V merienda 18, M y J cena 20.",Diciembre,2021
F,Unión Ibirapitá,Merendero,Florencia 3784 y Aparicio Saravia,"L, Mi, y V",15 a 18:30hs,Diciembre,2021
F,Washington pérez,Olla y Merendero,Washington pérez 5141 esq. José Belloni,"L, M y V",18,Diciembre,2021
D,Asociación Civil Avance,Olla y Merendero,Rio de Janeiro 4135 esq. Berna,Sábados y Domingos,8 a 15,Diciembre,2021
B,Librería Diomedes,Olla,Bulevar España 2129 esquina Pablo de María ,Lunes y Jueves,20:00,Diciembre,2021
G,Telba Juárez / Vecinos de La Tablada,Olla,"Lecocq 934 esq Millán
","Lunes, Miércoles y Viernes",13 hs,Diciembre,2021
G,Jornada solidaria a cargo del Movimiento Barrial Solidario,Olla,Shakespeare 1639 esq. Camoens,"Lunes, Miércoles y Viernes",19:30 hs,Diciembre,2021
C,Olla 12 de diciembre,Olla y Merendero,Cívicos 796 esqu. 12 de diciembre,Lunes a domingos,19.30hs,Diciembre,2021
G,Olla popular Yambo Kenia,Olla,"Centro Cultural Yambo Kenia, Batlle y Ordóñez esquina Araure.","miércoles, J y V",13 hs.,Diciembre,2021
G,Tablado,Olla,"Av de las instrucciones 1435 Esq Silva, Teatro del Barrio",Lunes a Jueves,19:00 se entrega,Diciembre,2021
A,La Jade el comunal,Olla y Merendero,"Erlinda gutierrez numero de puerta 71, entre Rubén Paleo y 9 de abril.",Martes Jueves y sábados,De 19:30 a 20:30 Hs.,Diciembre,2021
G,Proyecto Tío Julio (moni),Olla y Merendero,Pasaje 121 nro. 1178 continuación Behring,Lunes a Domingo,17:30hs y 19hs,Diciembre,2021
A,Los Nietos (ex Las aguero),Olla y Merendero,Calle Oeste 3550 entre Norte y Sur (calle principal y entrada al barrio: Av general Eduardo Da costa) barrio puntas de sayago ,Lunes a Viernes,16 y 18hs,Diciembre,2021
C,Hay equipo (cata),Olla y Merendero,Dieulafoy y Silva,Lunes a domingo,17:30hs y 19hs,Diciembre,2021
,La olla del barrio Capurro,Olla y Merendero,General Luna 1216 apto. 3,"L, mi y v",12 hs,Diciembre,2021
A,Huracán de Paso de la Arena,Olla y Merendero,Luis Batlle Berres 6567,Sábado y domingo,13.30 hs,Diciembre,2021
A,Olla Pauru,Olla y Merendero,Camino Pauru 2105 entre Luis Batlle Berres,"Lunes, martes y domingos",,Diciembre,2021
A,Olla Illesca,Olla y Merendero,illescas 5280 al fondo entre Yugoslavia y Turubi,martes y jueves,17hs,Diciembre,2021
A,Olla Popular Turubí,Olla y Merendero,turubi 242 entre Luis Batlle Berres y Illescas,"Lunes, miércoles y viernes",,Diciembre,2021
A,Comisión fomento Los Bulevares,Olla y Merendero,Ideario Artiguista 1947 y Liga Federal,Lunes a Viernes,"Merendero, lunes a viernes 16.30hs. Olla miércoles, viernes 16.30hs y sábados
13.00hs",Diciembre,2021
A,Brigada Crece desde el Pie,Olla y Merendero,Manuel Arostegui 5874 esq Romeo Gavioli,Martes y Sábado,"18,3",Diciembre,2021
F,Villa Solidaria,Olla,Corrales y Varela,Jueves,20hs,Diciembre,2021
G,Chochi,Olla,Caminito Pedro Fuentes 1507 y Caminito pasaje B,"Viernes, sábado y domingo",19hs,Diciembre,2021
G,Pedro (lorena),Olla,silva y Pasaje D,Todos los días,19hs,Diciembre,2021
G,La Abuelita (Lourdes),Merendero,Jose Maria Silva Nª 29 Pasaje D costanera,Lunes a domingo,19hs,Diciembre,2021
A,Olla y Merendero Las Torres,Olla y Merendero,Cibils 5914,M y V,19,Diciembre,2021
A,Olla Maracaná Sur,Olla y Merendero,Manuel Oribe 017 bis esq Congreso de Avalos frente a Ruta 1 Nueva,5 veces por semana,20hs,Diciembre,2021
D,Olla y merendero todo por los niños,Olla y Merendero,Costanera 3644 esq. Jacinto trapani pasaje C,"L a V merienda, J, S y D olla","Merienda 14 a 18, olla 16 hs",Diciembre,2021
C,Olla popular Aguada,Olla,San Martín 2236 ,Lunes ,19hs,Diciembre,2021
A,Emprendimientos Ciudadanos,Olla y Merendero,Gambia 3012 esq. La vía,M y J,19,Diciembre,2021
A,Hoy por ti mañana por mi,Olla y Merendero,Pasaje tala 2478 esq. costa de marfil y liberia,"L, mier, V ","Olla 13:00, merienda 18",Diciembre,2021
F,Selva Garín,Olla y Merendero,Osvaldo rodriguez 4222 esq Belloni,L a D,"16 merendero, 19 olla",Diciembre,2021
A,Merendero Nuestros Sueños,Olla y Merendero,Gral Hornos 5904 esquina Córdoba,Todos los días,"Lunes a viernes merendero 17:30, sábado y domingo olla 19:30",Diciembre,2021
A,Merendero Estrella de Oro (Aurora),Olla y Merendero,Continuación Austria 3024,Lunes a Viernes,13 hs,Diciembre,2021
B,Olla seminario,Olla,Soriano y Barrios Amorín,Martes Jueves y Sábado,Martes y jueves de 19:30-20:00. Sábado 11:30-12:30,Diciembre,2021
F,Vecinos unidos todos juntos,Olla y Merendero,Sixtina 4054,Lunes a Viernes,14hs,Diciembre,2021
